"sku","quantity","threshold"
"KDQ411",25,5
"KDQ410",25,5
"MTHS2410-K",25,5
"XP1002",25,5
"XP1001",25,5
"KD5148-D",25,5
"KDQ416",25,5
"XP1004",25,5
"XP1003",25,5
"KDQ422",25,5
"kd2001-d",25,5
"MTPP2311-S2",25,5
"KD802-D",25,5
"KD571-D",25,5
"KDQ406",25,5
"KDQ419",25,5
"KPNK1017",25,5
"KDQ418",25,5
"KMEK1008",25,5
"KMEK1007",25,5
"KPNK1018",25,5
"MTPP2306-K",25,5
"MTPP2406-K",25,5
"MTPP2409-K",25,5
"KDQ420",25,5
"KPNK1019",25,5
"KD2001",25,5
"KDKB1309",25,5
"KDQ421",25,5
"KDDE201-3C",25,5
"KDDE201-5C",25,5
"KDDE201-4C",25,5
"KDDE201-6C",25,5
"KDDE201-8C",25,5
"KDDE201-7C",25,5
"KDDE201-9C",25,5
"KDDE201-11C",25,5
"KDDE201-12C",25,5
"KDDE201-10C",25,5
"KDDE201-13C",25,5
"KD5135-D",25,5
"KDEV396-D",25,5
"KD521-D",25,5
"KDQ424",25,5
"KDKB1310",25,5
"KD530-D",25,5
"MTHS2405-K",25,5
"KDMB05",25,5
"KDQ425",25,5
"KDQ423",25,5
"MTS-CPR32771",25,5
"Misc-s",25,5
"KDQ426",25,5
"KDMR172",25,5
"KD2003-D",25,5
"KDKB1312",25,5
"MTS-K001-32 SURF",25,5
"KBWB131",25,5
"KDQ428",25,5
"KD2002-D",25,5
"X3154-11",25,5
"KDQ427",25,5
"KDQ429",25,5
"KD202-D",25,5
"KD517-D",25,5
"KD5148",25,5
"KBWB132",25,5
"KDQ430",25,5
"KD2003",25,5
"MR-KBTOTE",25,5
"KDQ433",25,5
"KDTL127",25,5
"KD810-D",25,5
"KD2002",25,5
"KDQ431",25,5
"KDMB06",25,5
"MTPP2210-S1",25,5
"KDQ436",25,5
"KD5147-D",25,5
"KPNK1020-K",25,5
"X3150-2",25,5
"KDEV410-D",25,5
"KPNK1023",25,5
"KDQ435",25,5
"KPNK1021-K",25,5
"KDQ434",25,5
"KD522-D",25,5
"KDQ437",25,5
"KDQ440",25,5
"KDQ438",25,5
"KDQ439",25,5
"KD527-D",25,5
"KDKB279",25,5
"KD585-D",25,5
"KDKB282",25,5
"KDQ441",25,5
"KD599-D",25,5
"KDQ442",25,5
"HAT_GRY_275",25,5
"PNT_DEN_285",25,5
"PNT_DEN_305",25,5
"PNT_DEN_405",25,5
"SRT_COT_111",25,5
"SRT_COT_122",25,5
"SRT_COT_133",25,5
"SRT_COT_211",25,5
"SRT_COT_222",25,5
"SRT_COT_233",25,5
"SRT_COT_311",25,5
"SRT_COT_322",25,5
"SRT_COT_333",25,5
"SRT_COT_411",25,5
"SRT_COT_422",25,5
"SRT_COT_433",25,5
