"sku","quantity","threshold"
"KD5100",0,5
"KDKB1213",0,5
"KDKB1215",0,5
"KD5101",0,5
"KD595",0,5
"KD809",0,5
"KDKB1243",0,5
"KD598",25,5
"KDST100",0,5
"KDST101",0,5
"KDST102",0,5
"KDKB228",0,5
"KDST110",0,5
"KDST120",0,5
"KDST121",0,5
"KDST122",0,5
"KDST140",0,5
"KDST126",0,5
"KDST127",0,5
"KDKB1241",0,5
"KDST139",0,5
"KDST103",0,5
"KDST104",0,5
"KDST105",0,5
"KDST107",0,5
"KDST108",0,5
"KDST109",0,5
"KDST111",0,5
"KDST112",0,5
"KDST114",0,5
"KDST115",0,5
"KDST117",0,5
"KDST118",0,5
"KDST119",0,5
"KDST128",0,5
"KDST123",0,5
"KDST124",0,5
"KDST125",0,5
"KD599",0,5
"KDST138",0,5
"KDST144",0,5
"KDST145",0,5
"KDKB197",0,5
"KDKB187",0,5
"KDKB188",0,5
"KDKB199",0,5
"KDKB1208",0,5
"KDKB1209",0,5
"KDKB1207",0,5
"KDKB189",0,5
"KDKB198",0,5
"KDKB1206",0,5
"KDKB153",25,5
"KDKB139",25,5
"KDKB132",0,5
"KDKB130",0,5
"KDKB1272",0,5
"KDKB1271",0,5
"KDKB1244",0,5
"KDKB1245",0,5
"KDKB196",0,5
"KDKB181",0,5
"KDKB1201",0,5
"KDKB1200",0,5
"KD596",25,5
"KDKB129",0,5
"KDKB127",0,5
"KDKB1250",0,5
"KDKB1249",0,5
"KDKB1255",0,5
"KDKB1211",0,5
"KDKB236",0,5
"KD534",25,5
"KD702",0,5
"KDKB1242",0,5
"KDKB239",25,5
"KD810",25,5
"KDKB238",0,5
"KDKB237",0,5
"KDKB1253",25,5
"KDVT1007",25,5
"KDMR125",0,5
"KDVT2008",0,5
"KDMR502",0,5
"KD5104",0,5
"KDVT1009",0,5
"KDVT2000",0,5
"KDMR126",0,5
"KDST133",0,5
"KDST106",0,5
"KDST136",0,5
"KDST137",0,5
"KDST135",0,5
"KDAC100",25,5
"KDVT2011",0,5
"KD203",0,5
"KDVT2012",0,5
"KDVT1008",25,5
"KDVT1011",25,5
"KDVT2002",0,5
"KDKB245",25,5
"KDVT2010",0,5
"MTBB104",25,5
"KD5103",25,5
"KDVT1000",25,5
"KDKB1254",25,5
"KDVT1001",25,5
"KDVT2013",0,5
"KDVT1017",0,5
"KDVT1018",0,5
"KDVT1002",25,5
"KDVT1020",0,5
"KDVT1016",0,5
"KDVT1019",0,5
"KDAC200",0,5
"KDTL106",25,5
"KDKB249",0,5
"KDKB250",0,5
"KDKB244",0,5
"KDTL105",25,5
"KDKB243",0,5
"KDVT1023",0,5
"KDKB248",0,5
"KDKB247",0,5
"KDQ063",25,5
"KDQ036",25,5
"KDQ061",0,5
"KDQ062",0,5
"KDMR124",0,5
"KDQ059",0,5
"KDST131",0,5
"KD5106",0,5
"KDVT1024",0,5
"KDKB241",0,5
"KDVT1025",0,5
"KDVT1027",0,5
"KDVT1028",0,5
"KDVT1029",0,5
"KDVT1026",0,5
"KDVT1022",0,5
"KDQ058",25,5
"KDQ052",25,5
"KDQ055",25,5
"KDQ053",0,5
"KDQ057",25,5
"KDQ056",0,5
"KDQ051",25,5
"KDKB246",0,5
"KDQ054",25,5
"KDVT2014",0,5
"KDQ060",0,5
"KDQ050",25,5
"KDKB251",0,5
"KDMR129",0,5
"PK-BB5-1",0,5
"PK-BB5-3",0,5
"KDVT1031",0,5
"KDVT1021",0,5
"KDVT1030",0,5
"KD5108",0,5
"KDQ064",25,5
"KDKB1264",0,5
"MTBB105",25,5
"KDDE201-1",0,5
"KDDE201-2",0,5
"KDDE201-1C",0,5
"KD812",0,5
"KDDE201-2C",0,5
"KDDE201-3",0,5
"KDQ080",0,5
"KDDE201-4",0,5
"KDDE201-5",0,5
"KDDE201-6",25,5
"KDDE201-7",0,5
"KDDE201-8",0,5
"KDDE201-9",0,5
"KDDE201-11",0,5
"KDDE201-12",25,5
"KDDE201-13",0,5
"KDDE201-10",0,5
"KDDE201",0,5
"KD811",0,5
"Starter Bundle",0,5
"Standard Bundle",0,5
"Ultimate Bundle",0,5
"KDQ079",0,5
"KDKB1263",0,5
"KDKB1261",0,5
"KDQ083",0,5
"KDDE201-1B",0,5
"KDQ071",0,5
"KD5113",0,5
"KDEV374",0,5
"KDQ072",0,5
"KDQ074",0,5
"KDVT1032",0,5
"KDKB1262",0,5
"KDKB256",0,5
"KDMR108",0,5
"KDQ070",0,5
"KDQ073",0,5
"KDKB255",0,5
"KDQ076",0,5
"KDQ081",0,5
"KDQ082",0,5
"KDQ085",0,5
"KDQ086",25,5
"KDQ084",0,5
"KDDE201-2B",0,5
"KDKB254",25,5
"KDQ067",0,5
"KDEV364",0,5
"KDQ065",0,5
"KDQ068",25,5
"KDQ069",0,5
"KDQ066",0,5
"KDDE201-3B",0,5
"KDVT1045",25,5
"KDQ078",0,5
"KDQ075",0,5
"KDQ087",0,5
"KDVT1042",0,5
"KDVT2023",0,5
"KDVT1043",25,5
"KDVT2024",0,5
"KDFD001",0,5
"KDFD002",0,5
"KDFD005",0,5
"KDFD006",0,5
"KDFD003",25,5
"KDFD007",0,5
"KDFD008",0,5
"KDFD010",0,5
"KDFD009",25,5
"KDFD011",25,5
"KDQ094",25,5
"KDFD012",0,5
"KDVT2018",0,5
"KDVT1041",0,5
"KDVT2022",0,5
"KDVT1040",25,5
"KDVT2021",0,5
"KDVT1035",0,5
"KDVT2015",0,5
"KDVT1036",0,5
"KDVT2017",0,5
"KD5117",0,5
"KDQ093",25,5
"KDQ095",0,5
"KDVT1039",25,5
"KDVT2020",0,5
"KDDE201-4B",0,5
"KDQ077",0,5
"KDFD013",0,5
"KDDL1033",0,5
"KDST142",25,5
"KDST141",0,5
"KDQ106",0,5
"KDQ110",0,5
"KDVT1050",0,5
"KDQ107",0,5
"KDQ108",25,5
"KDVT1038",0,5
"KDVT2019",0,5
"KDVT1049",0,5
"KDVT2029",0,5
"KDVT1051",0,5
"KDVT2027",0,5
"KDVT1048",25,5
"KDVT2026",0,5
"KDVT2030",0,5
"KDVT1047",25,5
"KDVT2025",0,5
"KDDL011",0,5
"KDVT2016",0,5
"KDVT2028",0,5
"KDDE201-5B",0,5
"KDQ109",0,5
"KDQ111",0,5
"KDMR144-KIT",25,5
"KDMR143",25,5
"KDQ112",0,5
"KDVT1055",0,5
"KDVT1054",0,5
"KDVT1052",0,5
"KDQ114",0,5
"KDQ115",0,5
"KDQ113",0,5
"KDVT1056",0,5
"KDVT1058",25,5
"KDVT1057",0,5
"KDQ090",0,5
"KDQ091",0,5
"KDQ089",0,5
"KDQ092",0,5
"KDQ088",0,5
"KDQ116",0,5
"KDVT1062",0,5
"MTBB106",25,5
"KDEV367",0,5
"KDVT1060",0,5
"KDVT1059",0,5
"KDDL015",0,5
"KDQ118",0,5
"KDVT1061",0,5
"KDDE201-6B",25,5
"KDQ119",0,5
"KDQ117",0,5
"KDVT1066",0,5
"KDDE201-13B",0,5
"KDVT1074",0,5
"KDDE201-8B",0,5
"KDDE201-7B",0,5
"KDVT1065",25,5
"KDVT1063",25,5
"KDVT1064",25,5
"KDVT1073",0,5
"KDDE201-10B",0,5
"KDDE201-11B",0,5
"KDVT1072",0,5
"KDDE201-9B",0,5
"KDKB1265",0,5
"KD5118",0,5
"KDTL109",0,5
"KDQ120",0,5
"KDQ121",0,5
"KDVT2031",0,5
"KDMR131",0,5
"KDQ102",25,5
"KDQ096",0,5
"KDQ098",25,5
"KDDL1034",0,5
"KDQ100",25,5
"KDQ097",0,5
"KDQ122",0,5
"KDDL013",0,5
"KDDL014",0,5
"KDQ103",0,5
"KDQ123",25,5
"KDDL012",0,5
"KDSTSW",0,5
"KDQ101",0,5
"KDQ099",0,5
"KDVT1075",0,5
"KDQ104",0,5
"KDQ179",0,5
"KDQ2207",0,5
"KDQ134",0,5
"KDQ137",0,5
"KDQ136",0,5
"KDDL019",25,5
"KDQ177",0,5
"KDEV371",0,5
"KDQ176",0,5
"KDQ146",0,5
"KDQ145",0,5
"KDQ178",25,5
"KDQ135",0,5
"KDQ175",0,5
"KDVT2032",0,5
"KDQ169",0,5
"KDQ138",0,5
"KDQ150",0,5
"KDQ133",0,5
"KD5110",0,5
"KDKB260",0,5
"KDDL1044",0,5
"KDDL1047",0,5
"KDDL1074",0,5
"KDDL1048",0,5
"KDDL1049",0,5
"KDDL1050",0,5
"KDDL1051",0,5
"KDDL1052",0,5
"KDDL1053",0,5
"KDDL1054",0,5
"KDDL1055",0,5
"KDDL1056",0,5
"KDDL1057",0,5
"KDDL1058",0,5
"KDDL1059",0,5
"KDDL1060",0,5
"KDDL1061",0,5
"KDDL1062",0,5
"KDDL1063",0,5
"KDDL1064",0,5
"KDDL1065",0,5
"KDDL1066",0,5
"KDDL1067",0,5
"KDDL1068",0,5
"KDDL1069",0,5
"KDDL1070",0,5
"KDDL1071",0,5
"KDDL1072",0,5
"KDDL1073",0,5
"KDQ189",0,5
"KDQ125",25,5
"KDQ2208",0,5
"KDQ171",0,5
"KD813",0,5
"KDQ172",0,5
"KDQ148",0,5
"KDQ173",0,5
"kdq124",0,5
"KDDE202-2B",0,5
"KDDE202-3B",25,5
"KDDE202",0,5
"KDQ188",0,5
"KDQ154",0,5
"KDQ153",0,5
"KDQ139",0,5
"KDEV377",0,5
"KDQ128",25,5
"KDQ152",0,5
"KDDE202-GL",0,5
"KDQ126",0,5
"KDMR152",0,5
"KDDE202-2",0,5
"KDDE202-1",0,5
"KDDE202-3",25,5
"KDQ2209",0,5
"KDDL1076",0,5
"KDDL1078",0,5
"KDDL1079",0,5
"KDDL1077",0,5
"KDDL1080",0,5
"KDDE202-13",0,5
"KDDE202-13C",0,5
"KDDE202-2C",0,5
"KDQ147",25,5
"KDDE202-W",0,5
"KDQ144",0,5
"KDQ187",0,5
"kdq143",0,5
"KDQ142",0,5
"kdq141",0,5
"KDDE202-4C",0,5
"KDEV380",0,5
"KDQ2212",0,5
"KDDE202-6C",0,5
"KDQ140",0,5
"KDMR154",0,5
"KDQ2210",0,5
"KDMR157",0,5
"KDDE202-7C",25,5
"KDMR155",24,5
"KDQ127",0,5
"KDQ193",0,5
"KDQ191",25,5
"KDVT1086",0,5
"KDQ192",0,5
"KD5122",0,5
"KDFD014",25,5
"KDKB1273",25,5
"KDFD015",0,5
"KD5120",0,5
"KDDL1075",0,5
"KDKB1275",0,5
"KDQ190",0,5
"KDKB1267",0,5
"KDKB1276",0,5
"KDKB1266",0,5
"kdq186",0,5
"kdq194",0,5
"KDKB264",0,5
"kdq164",0,5
"KDMR156",0,5
"KDDL1081",25,5
"KD5125",0,5
"KDDE202-1C",0,5
"KDQ2211",0,5
"kdq129",0,5
"kdq174",0,5
"KDDE202-3C",25,5
"KDDL1082",0,5
"kdq161",0,5
"kdq183",0,5
"kdq180",0,5
"kdq181",0,5
"kdq159",25,5
"kdq160",25,5
"kdq182",0,5
"kdq184",0,5
"kdq185",0,5
"kdq162",25,5
"KDFD016",25,5
"KDQ170",0,5
"KDFD017",0,5
"kdq130",0,5
"KDVT1067",0,5
"kdq163",0,5
"KDKB1278",0,5
"KDKB1284",0,5
"KDAC210",0,5
"KDKB265",0,5
"KD814",0,5
"KDKB262",25,5
"KDQ168",0,5
"KDQ2301",0,5
"KDQ151",0,5
"KDVT1053",0,5
"KD5121",0,5
"KDQ132",0,5
"KDQ166",0,5
"kdq165",0,5
"KDQ167",0,5
"KDQ200",25,5
"KDQ199",25,5
"KDQ201",0,5
"kdq210",0,5
"KDQ198",25,5
"KDQ2302",0,5
"KDQ196",25,5
"KDQ195",25,5
"KDQ197",25,5
"KDQ149",0,5
"KDQ158",25,5
"KDEV383",0,5
"KDQ202",0,5
"KDFD018",0,5
"KDQ203",0,5
"KDDE202-5C",25,5
"KDQ156",0,5
"KDQ157",0,5
"KDQ155",0,5
"KDQ2303",0,5
"KDQ206",25,5
"KDQ205",25,5
"KDQ131",0,5
"KDDE202-10C",0,5
"KDDE202-11C",0,5
"KDDE202-9C",0,5
"KDKB263",0,5
"KDDE202-12C",25,5
"KDTL112",0,5
"KDQ204",25,5
"KDDE202-8C",0,5
"KDKB1279",0,5
"KD5127",0,5
"KDMR158",0,5
"KDDL1083",0,5
"KD5128",0,5
"KDQ231",0,5
"KDQ2304",0,5
"KDQ238",0,5
"KD5129",0,5
"KDQ208",0,5
"KDKB266",25,5
"KDQ207",0,5
"KDVT1088",0,5
"KDVT1089",0,5
"KDQ218",0,5
"KDQ219",0,5
"KDVT1003",0,5
"KDVT1087",0,5
"KDQ212",0,5
"KDQ214",25,5
"KDQ215",0,5
"KDQ211",0,5
"KDQ213",0,5
"KDQ209",0,5
"KDVT1070",0,5
"KDQ2305",0,5
"KDQ216",0,5
"KDQ221",0,5
"KDQ220",25,5
"KDQ217",25,5
"KDEV386",0,5
"KDQ222",0,5
"KDVT1085",0,5
"KDQ223",0,5
"KDVT1071",0,5
"KDVT1096",0,5
"KDQ224",0,5
"KDQ225",25,5
"KDQ226",25,5
"KDQ2306",0,5
"KDFD020",0,5
"KDQ227",0,5
"KDVT1090",25,5
"KDFD019",25,5
"KDQ228",0,5
"KDVT1092",0,5
"kdfd021",0,5
"KDVT1091",0,5
"KDQ2307",0,5
"KDQ229",0,5
"KDQ230",0,5
"KDKB1285",0,5
"KDVT1105",0,5
"KDVT1079",25,5
"KDDE203",0,5
"KD5130",0,5
"KDQ246",0,5
"KDKB1286",0,5
"KDKB1283",0,5
"KDTL114",0,5
"KDMR159",0,5
"KDVT1101",0,5
"KDVT1121",0,5
"KDVT1104",0,5
"KDVT1103",0,5
"KDKB269",0,5
"KDDL1084",0,5
"KDDL1085",0,5
"KDDL1086",0,5
"KDDL1087",0,5
"KDDL1088",0,5
"KDDL1094",0,5
"KDDL1089",0,5
"KDDL1090",0,5
"KDDL1091",0,5
"KDDL1092",0,5
"KDDL1093",0,5
"KDQ232",0,5
"KDKB240",0,5
"KDQ233",0,5
"KDQ234",25,5
"KDQ235",0,5
"KDQ2308",0,5
"KDVT1095",0,5
"KDDE203-W",0,5
"KDQ237",25,5
"KDQ239",25,5
"KDVT1094",25,5
"KDQ241",0,5
"KDDL1201",25,5
"KDFD022",0,5
"KDDL1200",25,5
"KDQ236",25,5
"KDQ240",0,5
"KDDE203-1C",0,5
"KDDE203-3C",0,5
"KDDE203-4C",25,5
"KDDE203-2C",0,5
"KDDE203-5C",0,5
"KDDE203-7C",25,5
"KDDE203-8C",0,5
"KDDE203-9C",0,5
"KDDE203-10C",0,5
"KDQ242",25,5
"KDDE203-6C",0,5
"KDFD1098",0,5
"KDDE203-13C",0,5
"KDDL1202",25,5
"KDDE203-11C",25,5
"KDQ2309",25,5
"KDDE203-12C",0,5
"KDVT1082",0,5
"KDQ245",0,5
"KDQ256",0,5
"KDQ243",0,5
"KDQ247",0,5
"KDQ248",0,5
"KDQ244",0,5
"KDEV389",0,5
"KDQ251",0,5
"KDQ250",0,5
"KDQ252",0,5
"KDQ253",0,5
"KDQ254",0,5
"KDQ249",0,5
"KDEV361",0,5
"KDQ255",0,5
"KDQ257",25,5
"KDQ259",0,5
"KDQ260",0,5
"KDQ2310",0,5
"KDQ258",0,5
"KDVT1102",0,5
"KDDL1203",25,5
"KDQ264",0,5
"KDQ262",0,5
"KDQ263",0,5
"KDQ265",0,5
"KDQ266",0,5
"KDQ268",0,5
"KDQ267",0,5
"KDQ269",25,5
"KDQ271",0,5
"KDQ270",25,5
"KDQ261",0,5
"KDKB1292",0,5
"KD5134",0,5
"KD815",0,5
"KDQ272",0,5
"KDDL1105",0,5
"KDDL1104",0,5
"KDDL1103",0,5
"KDDL1102",0,5
"KDDL1101",0,5
"KDDL1100",0,5
"KDDL1099",0,5
"KDDL1096",0,5
"KDDL1095",0,5
"KDDL1097",0,5
"KDTL113",25,5
"KDQ274",25,5
"KDQ273",0,5
"KDQ276",0,5
"KDQ275",0,5
"KDQ277",25,5
"KDKB1289",0,5
"KDKB1290",0,5
"KDMR160",0,5
"KDQ2311",0,5
"KDQ287",0,5
"KDQ278",0,5
"KDKB1288",25,5
"KDKB270",0,5
"KDDL1098",0,5
"KDQ2312",0,5
"KDEV392",0,5
"KDQ281",0,5
"KDVT1112",0,5
"KDQ294",0,5
"KDQ280",0,5
"KDQ282",0,5
"KDQ284",0,5
"KDVT1006",0,5
"KDVT1110",25,5
"KDQ289",0,5
"KDQ288",0,5
"KDQ290",0,5
"KDQ291",0,5
"KDQ300",0,5
"KD816",0,5
"KDQ295",0,5
"kdq2401",0,5
"KDVT1076",0,5
"KDQ292",0,5
"KD5136",0,5
"KDQ293",0,5
"KDQ315",0,5
"KDKB1293",0,5
"kdq279",0,5
"KDQ286",0,5
"kdq2402",0,5
"KDQ285",0,5
"KDVT1069",0,5
"KDQ306",0,5
"KDQ296",0,5
"KDQ297",0,5
"KD818",25,5
"KDVT1113",0,5
"KDKB1297",25,5
"kdq305",25,5
"kdq304",25,5
"KDVT1068",0,5
"KDQ303",0,5
"KDQ301",25,5
"KDQ2403",0,5
"KDQ302",0,5
"KDQ298",0,5
"KDQ312",0,5
"KDQ316",0,5
"KDQ307",0,5
"KDQ317",0,5
"KDQ320",0,5
"KDQ319",0,5
"KDQ321",25,5
"KDQ322",0,5
"KDQ323",0,5
"KDQ324",0,5
"KD817",0,5
"KDQ318",0,5
"KDQ308",0,5
"kdq328",0,5
"KDQ309",25,5
"KDQ2404",0,5
"KDFD027",0,5
"KDQ283",0,5
"KDQ327",0,5
"KDQ311",0,5
"KDQ314",0,5
"KDVT1109",25,5
"KDQ299",0,5
"KDQ310",0,5
"KDTL118",0,5
"KDTL119",0,5
"KDQ326",25,5
"KDQ325",25,5
"KDQ332",0,5
"KDQ329",0,5
"KDQ331",0,5
"KDQ330",0,5
"KDQ313",0,5
"KDVT1107",0,5
"KDKB1301",0,5
"kdq333",0,5
"KBWB100",0,5
"KDQ2405",0,5
"KDKB1298",0,5
"KD809-D",0,5
"KDKB1296",0,5
"KDQ335",0,5
"KDOR1000",0,5
"KDQ334",0,5
"KDQ336",0,5
"kdq342",25,5
"KDQ339",0,5
"KDKB268",25,5
"KDTL124",0,5
"KDMR127",0,5
"KDMR138",0,5
"KDQ338",0,5
"KDFD029",0,5
"KBWB101",25,5
"KDQ337",0,5
"kdq352",0,5
"KDQ348",0,5
"kddltest",0,5
"KDEV400",0,5
"KDTL120",0,5
"kdvt1093",0,5
"KDFD030",25,5
"kdq341",0,5
"KDDS1001",0,5
"KDQ2406",0,5
"KDQ340",0,5
"KDQ350",25,5
"kdfd003-pk",25,5
"KDKB271",0,5
"KDQ351",25,5
"KDMR170",0,5
"KDMB01",0,5
"KD818-TK",0,5
"KDQ-W100",0,5
"KD5142",0,5
"KDQ349",0,5
"KDQ2407",0,5
"KDQ343",25,5
"kdq346",25,5
"KDQ345",0,5
"KDQ347",25,5
"KBWB102",25,5
"kdkb1302",0,5
"KDQ353",0,5
"kdq344",25,5
"kdvt1084",0,5
"KDQ355",25,5
"KDMR144",25,5
"KDKB1300",0,5
"KDQ356",0,5
"KDQ358",0,5
"KDMB02",0,5
"KDQ2408",25,5
"KDQ364",0,5
"KBWB104",0,5
"KDMR171",0,5
"KBWB110",25,5
"KD820",0,5
"KBWB106",25,5
"KDQ354",25,5
"KDTL116",0,5
"KDQ361",25,5
"kdq359",0,5
"KDQ357",0,5
"KD527-1",0,5
"KBWB103",0,5
"kdq363",0,5
"KD805-D",0,5
"kdq362",25,5
"KD5141",0,5
"KDMR800",0,5
"KDMB03",0,5
"KMEK1000",0,5
"KDQ371",25,5
"KDDE204-1",0,5
"KDDE204-5",0,5
"KDDE204-6",0,5
"KDDE204-4",0,5
"KDDE204-8",0,5
"KDDE204-9",0,5
"KDDE204-10",0,5
"KDDE204-11",0,5
"KDDE204-3",0,5
"KDDE204-12",0,5
"KDDE204-2",0,5
"KDDE204-7",0,5
"KDDE204-13",0,5
"KDKB274",0,5
"KDKB272",0,5
"KDKB273",0,5
"KDQ2409",0,5
"KDQ360",0,5
"KBWB107",0,5
"KDDE204",0,5
"KPNK1000",0,5
"KDEV404",0,5
"KPNK1007",25,5
"KPNK1010",0,5
"KDQ367",0,5
"KDFD1108",0,5
"KDDE204-E",0,5
"KDTL117",0,5
"KDOR1001",0,5
"KPNK1012",25,5
"KDQ365",0,5
"KDQ368",25,5
"KBWB108",0,5
"KDTL126",0,5
"KDQ394",0,5
"KDQ393",0,5
"KPNK1002",0,5
"KDQ366",0,5
"KDDE204-W",0,5
"KPNK1003",0,5
"KPNK1004",25,5
"KD801-D",0,5
"KDQ370",0,5
"KBWB111",25,5
"KPNK1001",0,5
"KBWB113",25,5
"KBWB109",25,5
"KDMR801",0,5
"KBWB112",25,5
"KDQ2410",0,5
"KMEK1002",25,5
"KDQ369",0,5
"KBWB114",0,5
"KDMB04",0,5
"KDST146",0,5
"KBWB122",0,5
"KDKB1305",0,5
"KDQ372",25,5
"KDQ376",25,5
"KDKB1304",25,5
"KDQ375",0,5
"KMEK1003",0,5
"KDKB275",0,5
"KPNK1005",0,5
"KBWB123",0,5
"KBWB124",0,5
"KPNK1008",25,5
"KD807-D",0,5
"KBWB125",0,5
"KDQ2411",0,5
"KDQ374",0,5
"KDQ377",25,5
"KPNK1006",0,5
"KDQ380",0,5
"KDKB1303",0,5
"KD808-D",0,5
"KDQ387",0,5
"KDQ379",0,5
"KDQ389",0,5
"KPNK1011",0,5
"KDDL1108",0,5
"KBWB126",0,5
"KDTL121",0,5
"KDQ381",0,5
"KDQ388",0,5
"KDQ2412",0,5
"KD820-D",0,5
"KBWB127",0,5
"KDQ390",0,5
"KD5145-D",0,5
"KDQ391",0,5
"KDQ383",0,5
"KDQ382",0,5
"KDQ385",0,5
"KD5108-D",0,5
"KDQ384",25,5
"KD548-D",0,5
"MTPP2301-S1",0,5
"KDEV397",0,5
"KBWB128",0,5
"KD596-D",25,5
"KDMR141",0,5
"MTPP2404-K",25,5
"MTPP2310-K",0,5
"MTPP2405-K",0,5
"KDQ396",0,5
"MTPP2403-K",0,5
"KDQ395",0,5
"KD515-D",25,5
"MTPP2312-K",0,5
"KDKB1291",0,5
"KBWB129",0,5
"MTBB10-308",0,5
"KDQ392",0,5
"MTPP2402-K",0,5
"KDQ397",0,5
"MTS-90589-76",0,5
"MTBB8-305",0,5
"KD587-D",0,5
"KDKB1306",0,5
"KPNK1015",25,5
"KDQ400",0,5
"MTBB8-301",0,5
"KPNK1014",0,5
"KD5145",0,5
"KDQ401",0,5
"MFB-01",0,5
"KMEK1004",25,5
"KPNK1016",0,5
"KMEK1005",0,5
"KDFD031",25,5
"KDQ402",0,5
"KDQ399",25,5
"KD578-D",0,5
"KD5121-D",0,5
"KD5117-D",0,5
"KD5104-D",0,5
"KD594-D",0,5
"KDKB1277",0,5
"KDQ404",0,5
"KDQ405",0,5
"KMEK1009",0,5
"KDQ412",0,5
"MTBB7-300",0,5
"KDQ403",0,5
"KDQ415",25,5
"MTBB10-305",25,5
"MTS-TD-01",0,5
"MTBB8-306",0,5
"KMEK1011",25,5
"MTS-105",0,5
"KMEK1010",25,5
"KD5122-D",0,5
"KDQ413",0,5
"KD507-D",0,5
"KDQ398",0,5
"KDKB1307",0,5
"KD5106-D",0,5
"KDTL125",0,5
"KD5144-D",0,5
"KDQ414",0,5
"KD5101-D",0,5
"KDEV409-D",25,5
"KDQ432",0,5
"KDKB1252",0,5
"MTHS2403-K",0,5
"KDKB1248",0,5
"KDQ407",0,5
"KDQ417",0,5
"MTHS2410-S6-1",0,5
"KDQ408",0,5
"KDQ409",0,5
"KDQ411",0,5
